STORE,Week,STOREWEEK,Season,BRAND,MOVE,logmove,PRICE,logprice,Feat,PROFIT,AGE9,AGE60,EDUC,ETHNIC,INCOME,SINGLE,POVERTY,NOCAR
62,112,62112,Fall,FG,53,3.970291914,1.99,0.688134639,0,39.7,0.133509324,0.222534262,0.517760337,0.026510896,11.23619652,0.206418161,0.019975602,0.026528434
45,190,45190,Spring,FG,107,4.672828834,1.49,0.39877612,1,27.58,0.146718762,0.128857348,0.280150164,0.087233873,10.74537796,0.2516,0.022827393,0.020232372
112,9,112009,Fall,FG,80,4.382026635,2.09,0.737164066,0,25.65,0.16361186,0.08972372,0.329898517,0.069710243,10.88265918,0.250960531,0.019981998,0.013948884
124,38,124038,Summer,FG,36,3.583518938,2.59,0.951657876,1,24.86,0.153264605,0.119625811,0.261875835,0.572355861,10.25895677,0.409321575,0.133861426,0.292719615
137,181,137181,Spring,FG,11,2.397895273,1.81,0.593326845,1,24.3,0.146442828,0.20960245,0.528362014,0.11324985,10.96648993,0.237442293,0.038157895,0.104093567
51,88,51088,Spring,FG,95,4.553876892,1.69,0.524728529,1,24.08,0.132472108,0.176159718,0.171916711,0.025425719,10.62083942,0.256408378,0.039401496,0.025436409
56,132,56132,Spring,FG,20,2.995732274,1.59,0.463734016,0,9.37,0.131013828,0.192888549,0.237550719,0.041356019,10.83182543,0.228409181,0.027950833,0.031997305
77,19,77019,Winter,FG,16,2.772588722,1.99,0.688134639,0,21.81,0.174716756,0.10110045,0.376871097,0.073507887,10.98312087,0.230663978,0.025692617,0.016867843
105,15,105015,Winter,FG,17,2.833213344,1.99,0.688134639,1,21.81,0.147564877,0.175542126,0.094235589,0.365410594,10.41439317,0.277669286,0.081917027,0.092156656
92,136,92136,Spring,FG,51,3.931825633,1.69,0.524728529,0,0.3,0.14848956,0.137827632,0.27012665,0.375388716,10.65780038,0.257692308,0.034312108,0.027058241
110,53,110053,Fall,FG,30,3.401197382,1.99,0.688134639,1,14.62,0.175594055,0.114956688,0.167553191,0.152944449,10.52085999,0.251984867,0.053595086,0.056953642
95,49,95049,Summer,FG,9,2.197224577,2.71,0.996948635,1,33.62,0.112635331,0.230717504,0.085642082,0.096900007,10.38347245,0.278678004,0.078619039,0.251879699
78,180,78180,Spring,FG,30,3.401197382,1.64,0.494696242,1,17.01,0.155391168,0.111947994,0.314432275,0.056086079,10.95917494,0.246319072,0.017341756,0.013869969
44,176,44176,Winter,FG,14,2.63905733,1.84,0.609765572,1,24.18,0.144883485,0.190982776,0.329738388,0.037632074,10.86915875,0.226447947,0.030154849,0.040766408
97,95,97095,Summer,FG,4,1.386294361,2.36,0.858661619,0,49.75,0.168599946,0.142433234,0.178182783,0.233612085,10.48374595,0.26783542,0.063450607,0.08465202
12,14,12014,Winter,FG,16,2.772588722,2.32,0.841567186,0,32.93,0.10569674,0.178341405,0.253412969,0.380697988,9.996659083,0.451637338,0.168864097,0.483517598
73,182,73182,Spring,FG,108,4.682131227,1.79,0.58221562,1,23.3,0.124465022,0.257450782,0.07305396,0.109213291,10.61496569,0.264121264,0.062145077,0.133319044
89,38,89038,Summer,FG,12,2.48490665,2.59,0.951657876,1,24.86,0.152115498,0.205811359,0.053349435,0.353053696,10.30811898,0.307044054,0.109616849,0.284282634
72,40,72040,Summer,FG,46,3.828641396,1.85,0.615185639,1,11.03,0.105576311,0.283727688,0.268724553,0.04593884,10.71219307,0.226300197,0.040246555,0.067621465
113,89,113089,Summer,FG,81,4.394449155,1.69,0.524728529,1,24.08,0.103084931,0.299352545,0.151592429,0.026448309,10.64766049,0.255682382,0.046153846,0.144444444
76,128,76128,Spring,FG,60,4.094344562,1.79,0.58221562,0,19.5,0.141774676,0.149192423,0.087711787,0.425324028,10.1406129,0.317409394,0.133099825,0.347964098
78,84,78084,Spring,FG,24,3.17805383,1.79,0.58221562,0,20.28,0.155391168,0.111947994,0.314432275,0.056086079,10.95917494,0.246319072,0.017341756,0.013869969
40,200,40200,Summer,FG,1,0,1.79,0.58221562,0,38.82,0.133684648,0.1818518,0.072128605,0.044053067,10.55025042,0.266478451,0.055184805,0.046329569
129,166,129166,Fall,FG,14,2.63905733,1.79,0.58221562,0,7.93,0.172501467,0.103412869,0.307842548,0.034128692,10.99986401,0.203080691,0.029529817,0.024509101
56,188,56188,Spring,FG,18,2.890371758,1.79,0.58221562,0,25.31,0.131013828,0.192888549,0.237550719,0.041356019,10.83182543,0.228409181,0.027950833,0.031997305
107,42,107042,Summer,FG,1,0,2.91,1.068153081,0,36.91,0.119089317,0.261867453,0.273051907,0.025624482,10.82713119,0.216217723,0.027871216,0.042052145
122,75,122075,Winter,FG,19,2.944438979,1.89,0.636576829,1,20.21,0.16735739,0.061953911,0.255889066,0.078372885,10.77505285,0.269524042,0.018980641,0.019283122
107,54,107054,Fall,FG,12,2.48490665,2.91,1.068153081,0,41.62,0.119089317,0.261867453,0.273051907,0.025624482,10.82713119,0.216217723,0.027871216,0.042052145
84,183,84183,Spring,FG,24,3.17805383,1.79,0.58221562,0,23.3,0.164657284,0.122100005,0.188094318,0.02963639,10.76561773,0.231269528,0.024297424,0.013319672
116,18,116018,Winter,FG,8,2.079441542,2.04,0.712949808,0,20.15,0.139877224,0.18817339,0.259224748,0.033137058,10.69711335,0.248022555,0.036188179,0.060981912
51,172,51172,Winter,FG,29,3.36729583,1.69,0.524728529,1,20.41,0.132472108,0.176159718,0.171916711,0.025425719,10.62083942,0.256408378,0.039401496,0.025436409
117,107,117107,Fall,FG,6,1.791759469,1.99,0.688134639,1,32.31,0.139093717,0.110102729,0.249083542,0.049851894,10.76096203,0.262193178,0.018599932,0.018772197
98,97,98097,Summer,FG,15,2.708050201,2.36,0.858661619,0,45.63,0.118516496,0.24920053,0.051702821,0.164963731,10.57359638,0.275618876,0.065095636,0.149392499
91,162,91162,Fall,FG,91,4.510859507,1.69,0.524728529,1,11.48,0.11623504,0.255730611,0.144310113,0.024680506,10.53844932,0.260433649,0.051916796,0.07217735
71,103,71103,Fall,FG,73,4.290459441,2.49,0.91228271,0,44.98,0.111723683,0.26807087,0.159588077,0.074828009,10.40483843,0.26706132,0.073374341,0.15343218
102,61,102061,Fall,FG,10,2.302585093,2.53,0.928219303,0,29.21,0.14694592,0.216626232,0.120657539,0.172158585,10.49385422,0.285636477,0.068706795,0.114071326
59,34,59034,Spring,FG,3,1.098612289,2.53,0.928219303,0,23.08,0.172145374,0.110818913,0.233036093,0.024246568,10.7150398,0.213364348,0.038323726,0.031318168
103,194,103194,Summer,FG,44,3.784189634,1.49,0.39877612,1,19.79,0.185393984,0.058053966,0.194621102,0.187760899,10.58524512,0.262553802,0.033110701,0.015063237
33,56,33056,Fall,FG,8,2.079441542,3.08,1.124929597,0,44.45,0.046070917,0.134169965,0.419688004,0.130127179,10.34592726,0.593475533,0.087538074,0.506223517
89,70,89070,Winter,FG,12,2.48490665,2.36,0.858661619,0,36.74,0.152115498,0.205811359,0.053349435,0.353053696,10.30811898,0.307044054,0.109616849,0.284282634
103,49,103049,Summer,FG,7,1.945910149,2.36,0.858661619,1,23.77,0.185393984,0.058053966,0.194621102,0.187760899,10.58524512,0.262553802,0.033110701,0.015063237
78,43,78043,Summer,FG,18,2.890371758,2.53,0.928219303,0,23.08,0.155391168,0.111947994,0.314432275,0.056086079,10.95917494,0.246319072,0.017341756,0.013869969
53,48,53048,Summer,FG,9,2.197224577,2.71,0.996948635,0,33.62,0.120839139,0.300278681,0.2703835,0.065722248,10.60000405,0.233270677,0.063319218,0.145362903
91,30,91030,Spring,FG,1,0,2.91,1.068153081,0,35.53,0.11623504,0.255730611,0.144310113,0.024680506,10.53844932,0.260433649,0.051916796,0.07217735
81,40,81040,Summer,FG,21,3.044522438,1.85,0.615185639,1,11.03,0.116792163,0.181118938,0.234201612,0.073961623,10.71993585,0.275213259,0.031450382,0.033180662
59,15,59015,Winter,FG,8,2.079441542,1.99,0.688134639,1,21.81,0.172145374,0.110818913,0.233036093,0.024246568,10.7150398,0.213364348,0.038323726,0.031318168
94,148,94148,Summer,FG,24,3.17805383,1.79,0.58221562,0,17.15,0.160410056,0.103002197,0.229390404,0.059311691,10.7445158,0.245199033,0.033192686,0.012373453
70,109,70109,Fall,FG,8,2.079441542,1.89,0.636576829,0,36.4,0.143345982,0.190235804,0.165669605,0.162860821,10.41235125,0.26475788,0.087977343,0.081125525
71,119,71119,Winter,FG,9,2.197224577,1.99,0.688134639,1,31.85,0.111723683,0.26807087,0.159588077,0.074828009,10.40483843,0.26706132,0.073374341,0.15343218
70,94,70094,Summer,FG,65,4.17438727,1.89,0.636576829,0,37.35,0.143345982,0.190235804,0.165669605,0.162860821,10.41235125,0.26475788,0.087977343,0.081125525
123,63,123063,Winter,FG,11,2.397895273,2.79,1.026041596,1,35.81,0.138477591,0.176040942,0.153191489,0.204809699,10.33410045,0.316291161,0.087524312,0.241944444
112,16,112016,Winter,FG,17,2.833213344,2.03,0.708035793,1,23.35,0.16361186,0.08972372,0.329898517,0.069710243,10.88265918,0.250960531,0.019981998,0.013948884
21,150,21150,Summer,FG,15,2.708050201,1.79,0.58221562,0,14.07,0.175926346,0.066896458,0.17750345,0.105038777,10.71619397,0.258991055,0.024785242,0.017598198
45,58,45058,Fall,FG,29,3.36729583,1.99,0.688134639,1,24.12,0.146718762,0.128857348,0.280150164,0.087233873,10.74537796,0.2516,0.022827393,0.020232372
12,57,12057,Fall,FG,46,3.828641396,2.71,0.996948635,0,44.28,0.10569674,0.178341405,0.253412969,0.380697988,9.996659083,0.451637338,0.168864097,0.483517598
102,62,102062,Fall,FG,10,2.302585093,2.53,0.928219303,1,29.21,0.14694592,0.216626232,0.120657539,0.172158585,10.49385422,0.285636477,0.068706795,0.114071326
52,189,52189,Spring,FG,30,3.401197382,1.89,0.636576829,1,29.26,0.13660619,0.152241195,0.372927296,0.084898613,11.05101698,0.245364813,0.019197708,0.014899713
110,57,110057,Fall,FG,15,2.708050201,2.71,0.996948635,0,44.28,0.175594055,0.114956688,0.167553191,0.152944449,10.52085999,0.251984867,0.053595086,0.056953642
97,44,97044,Summer,FG,2,0.693147181,2.75,1.011600912,1,33.78,0.168599946,0.142433234,0.178182783,0.233612085,10.48374595,0.26783542,0.063450607,0.08465202
88,133,88133,Spring,FG,88,4.477336814,1.29,0.254642218,0,3.8,0.136417189,0.160414212,0.15163275,0.142928009,10.54980515,0.273775439,0.037482806,0.049690509
